inst_coed,inst,major_code,major,min_scroe
0384,厦门大学,32,理科试验班(生命科学与医学类)(生物科学、生物技术、基础医学),642
0561,华南理工大学,04,建筑学,642
0614,电子科技大学,D1,工科试验班(智能仪器、智能控制)(自动化、测控技术与仪器),642
0651,西南财经大学,04,金融学(智能金融与区块链金融),642
0651,西南财经大学,0C,会计学(注册会计师专门化方向),642
0699,西北工业大学,16,电子信息类(电子信息工程、电子科学与技术、通信工程、电磁场与无线技术、探测制导与控制技术),642
J002,国防科技大学,02,电子信息类(电子信息工程、电子科学与技术、通信工程、微电子科学与工程、信息工程、集成电路设计与集成系统、光电信息科学与工程),642
0013,北京邮电大学,07,网络空间安全(大类招生),641
0019,中国农业大学,42,理科试验班类(生命科学)(生物科学、生物技术),641
0030,北京外国语大学,09,英语,641
0034,中央财经大学,15,工商管理类(商学院)[工商管理、市场营销(大数据营销)、人力资源管理、供应链管理],641
0036,对外经济贸易大学,09,工商管理类(会计学、财务管理、人力资源管理、市场营销、工商管理),641
0056,天津大学,09,工科试验班(精仪与光电信息类)[测控技术与仪器、光电信息科学与工程、智能感知工程、电子科学与技术(光电子技术)],641
0062,天津医科大学,2C,口腔医学(5+3一体化),641
0269,华东师范大学,66,新闻学,641
0269,华东师范大学,86,信息管理与信息系统,641
0269,华东师范大学,87,教育技术学,641
0276,华东政法大学,01,法学(民商法律),641
0384,厦门大学,23,能源动力类(新能源科学与工程、储能科学与工程),641
0384,厦门大学,27,工科试验班(机械设计制造及其自动化、测控技术与仪器、电气工程及其自动化、自动化、飞行器设计与工程、飞行器动力工程),641
0422,山东大学,14,计算机类(计算机与智能方向)(计算机科学与技术、人工智能),641
0558,中山大学,1E,物理学类(珠海)(物理学、天文学),641
0561,华南理工大学,15,电气类(电气工程及其自动化、能源与动力工程),641
0561,华南理工大学,18,自动化(创新班),641
0561,华南理工大学,36,会计学,641
0610,四川大学,43,电子信息类(电子信息工程、光电信息科学与工程、通信工程),641
0699,西北工业大学,17,自动化类(自动化、电气工程及其自动化、机器人工程),641
0699,西北工业大学,30,软件工程,641
9002,中国人民大学(苏州校区),04,数学与应用数学(中外合作办学),641
J002,国防科技大学,03,航空航天类(航空航天工程、飞行器动力工程、材料科学与工程),641
J002,国防科技大学,04,自动化类[自动化(无人机方向)、机器人工程、人工智能],641
0013,北京邮电大学,09,自动化类(智能机器人与智慧物流)[邮政工程(智慧物流系统)、机械工程(机器人试验班)],640
0013,北京邮电大学,0E,理科试验班(信息科学)(数学与应用数学、信息与计算科学、应用物理学),640
0036,对外经济贸易大学,24,人工智能,640
0054,华北电力大学(北京),01,电气类(电气工程及其自动化、智能电网信息工程),640
0141,大连理工大学,14,电子信息类(创新班)(电气工程及其自动化、自动化、电子信息工程、计算机科学与技术、生物医学工程、人工智能),640
0269,华东师范大学,74,心理学类(心理学、应用心理学),640
0269,华东师范大学,81,通信工程,640
0533,中南大学,B5,计算机类(计算机与通信类)(计算机科学与技术、信息安全、通信工程、数据科学与大数据技术),640
0533,中南大学,B7,临床医学类(临床及口腔五年制医学类)[临床医学(五年制)、口腔医学(五年制)、麻醉学、精神医学],640
0558,中山大学,0M,化学类(化学、高分子材料与工程),640
0561,华南理工大学,05,城乡规划,640
0561,华南理工大学,29,数学类(数学与应用数学、信息与计算科学、信息管理与信息系统),640
0610,四川大学,10,金融学类(金融学、金融工程),640
0610,四川大学,39,微电子科学与工程,640
0610,四川大学,64,网络空间安全(网安与法学双学士学位),640
0651,西南财经大学,03,金融学(双语实验班),640
0699,西北工业大学,12,材料类(新材料与化工试验班)(材料科学与工程、材料成型及控制工程、复合材料与工程、高分子材料与工程、化学工程与工艺),640
0699,西北工业大学,13,机械类(航宇智能制造试验班)(飞行器制造工程、机械设计制造及其自动化、机械电子工程、工业设计、微机电系统工程、工业工程),640
0699,西北工业大学,15,能源动力类(航空动力与新能源试验班)(飞行器动力工程、能源与动力工程),640
0699,西北工业大学,19,数学类(数学与应用数学、信息与计算科学、统计学),640
9002,中国人民大学(苏州校区),03,金融学(中外合作办学),640
0004,北京交通大学,03,计算机类[计算机科学与技术、计算机科学与技术(铁路信息技术)、物联网工程、信息安全、保密技术、人工智能],639
0013,北京邮电大学,0C,金融科技,639
0033,中国传媒大学,39,新闻学(数据新闻方向),639
0053,中国政法大学,17,应用心理学,639
0062,天津医科大学,2A,临床医学(5+3一体化),639
0183,吉林大学,90,临床医学(5+3一体化),639
0276,华东政法大学,03,法学(经济法),639
0384,厦门大学,03,外国语言文学类(英语、日语、法语、俄语、德语、西班牙语),639
0384,厦门大学,31,理科试验班(海洋生态环境类)(海洋科学、海洋技术、环境科学、生态学、环境生态工程),639
0422,山东大学,27,临床医学(五年制),639
0422,山东大学,35,计算机类(软件数媒与大数据方向)(软件工程、数字媒体技术、数据科学与大数据技术),639
0558,中山大学,2C,工商管理(深圳),639
0561,华南理工大学,02,工科试验班(智能装备与先进制造)(机械工程、机械电子工程、车辆工程、过程装备与控制工程、材料成型及控制工程),639
0561,华南理工大学,61,经济学类(经济学、金融学、国际经济与贸易),639
0561,华南理工大学,62,金融科技,639
9614,电子科技大学(沙河校区),S1,软件工程(国家示范性软件学院),639
J020,海军军医大学,01,临床医学(高级临床医师),639
0025,首都医科大学,07,儿科学,638
0030,北京外国语大学,12,德语,638
0183,吉林大学,42,法学,638
0183,吉林大学,94,口腔医学(5+3一体化),638
0226,哈尔滨医科大学,01,临床医学(5+3一体化，于维汉班),638
0269,华东师范大学,93,地理信息科学,638
0269,华东师范大学,94,人文地理与城乡规划,638
0422,山东大学,13,电子信息类(通信电子与光电方向)(通信工程、电子科学与技术、光电信息科学与工程),638
0422,山东大学,21,电气工程及其自动化,638
0520,中南财经政法大学,0P,工商管理类(会计学院)[会计学、会计学(注册会计师方向)、财务管理],638
0561,华南理工大学,32,物理学类(应用物理学、光电信息科学与工程),638
0561,华南理工大学,63,电子商务类(电子商务、物流工程),638
0651,西南财经大学,01,金融学类[金融学、金融工程、信用管理、金融学(证券与期货方向)、投资学],638
0651,西南财经大学,06,精算学,638
9027,北京师范大学(珠海校区),0Q,数学类[数学与应用数学、物理学、系统科学与工程、数据科学与大数据技术、人工智能(创新实验班)、应用统计学],638
9213,哈尔滨工业大学(威海),12,计算机类(计算机科学与技术、人工智能),638
0004,北京交通大学,01,理科试验班类(詹天佑本博直升试点班)(通信工程、轨道交通信号与控制、计算机科学与技术、人工智能、信息安全、经济学、物流管理、交通运输、交通工程、电子商务、物流工程、系统科学与工程、土木工程、机械工程、电气工程及其自动化、软件工程、应用物理学、工程力学、数学与应用数学),637
0053,中国政法大学,13,翻译(法律翻译实验班),637
0053,中国政法大学,26,金融工程(成思危现代金融菁英班),637
0056,天津大学,13,工科试验班(化工能源与生命医药类)(化学工程与工艺、生物工程、合成生物学、食品科学与工程、精细化工、制药工程),637
0200,东北师范大学,B8,化学(师范类),637
0269,华东师范大学,65,新闻传播学类(新闻学、编辑出版学),637
0271,上海外国语大学,12,德语,637
0422,山东大学,32,工商管理类(工商管理、会计学),637
0422,山东大学,36,电子信息类(微电子与电路集成方向)(微电子科学与工程、集成电路设计与集成系统),637
